Name;Named;PoV;AllegianceASOIAF;CultureASOIAF;RaceASOIAF;Source;AllegianceGoT;CultureGoT;AllegianceBoth;CultureBoth
Maezon zo Rhaezn;TRUE;0;Wise Masters, House of Rhaezn;Ghiscari;;AWOIAF Wiki;;;Wise Masters, House of Rhaezn;Ghiscari
Mag Mar Tun Doh Weg;TRUE;0;;;Giant;AWOIAF Wiki;Mance Rayder;Giant;Mance Rayder;Giant
Maggy the Frog;TRUE;0;House Spicer;Westermen;;AWOIAF Wiki;;;House Spicer;Westermen
Mago;TRUE;0;;Dothraki;;AWOIAF Wiki;;Dothraki;;Dothraki
Maia Stokeworth;TRUE;0;House Stokeworth;Crownlander;;AWOIAF Wiki;;;House Stokeworth;Crownlander
Maisie;TRUE;0;House Bolton;Northmen;;AWOIAF Wiki;;;House Bolton;Northmen
Maladon Moore;TRUE;0;House Moore, Kingsguard;Valemen;;AWOIAF Wiki;;;House Moore, Kingsguard;Valemen
Malaquo Maegyr;TRUE;0;Tigers;Volantene;Valyrian;AWOIAF Wiki;;;Tigers;Volantene
Malazza;TRUE;0;Wise Masters;Ghiscari;;AWOIAF Wiki;;;Wise Masters;Ghiscari
Malcolm;TRUE;0;;Crownlander;;AWOIAF Wiki;;;;Crownlander
Maldon IV Durrandon;TRUE;0;;;;AWOIAF Wiki;;;;
Maldon Massey;TRUE;0;House Massey;First Men;;AWOIAF Wiki;;;House Massey;First Men
Malegorn of Redpool;TRUE;0;House Baratheon, Queen's Men;Westerosi;;AWOIAF Wiki;;;House Baratheon, Queen's Men;Westerosi
Malentine Velaryon;TRUE;0;House Velaryon;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon;Crownlander
Mallador Locke;TRUE;0;House Locke, Night's Watch;Northmen;;AWOIAF Wiki;;;House Locke, Night's Watch;Northmen
Malleon;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Malliard;TRUE;0;Alchemists' Guild;Crownlander;;AWOIAF Wiki;;;Alchemists' Guild;Crownlander
Mallor;TRUE;0;;;;AWOIAF Wiki;;;;
Mallor the Dornishman;TRUE;0;House Lannister;Dornish;;AWOIAF Wiki;;;House Lannister;Dornish
Mallow;TRUE;0;Faith of the Seven;Andal;;AWOIAF Wiki;;;Faith of the Seven;Andal
Malo Jayn;TRUE;0;Golden Company;;;AWOIAF Wiki;;;Golden Company;
Malora Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Malthar Xaq;TRUE;0;House Xaq;Summer Islander;Summer Islander;AWOIAF Wiki;;;House Xaq;Summer Islander
Malwyn Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Mancaster;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Mance Rayder;TRUE;0;;Free Folk;;AWOIAF Wiki;Night's Watch, Free Folk;Free Folk;Night's Watch, Free Folk;Free Folk
Mandon Moore;TRUE;0;House Moore, Kingsguard;Valemen;;AWOIAF Wiki;House Moore, Kingsguard, House Baratheon, House Lannister;Andal;House Moore, Kingsguard;Valemen
Manfred Dondarrion;TRUE;0;House Dondarrion;Marcher;;AWOIAF Wiki;;;House Dondarrion;Marcher
Manfred Hightower (Aegon's Conquest);TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Manfred Hightower (son of Addam);TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Manfred Lothston;TRUE;0;House Lothston;Rivermen;;AWOIAF Wiki;;;House Lothston;Rivermen
Manfred Swann;TRUE;0;House Swann;Marcher;;AWOIAF Wiki;;;House Swann;Marcher
Manfrey Martell;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Manfryd Lothston;TRUE;0;House Lothston;Rivermen;;AWOIAF Wiki;;;House Lothston;Rivermen
Manfryd Merlyn;TRUE;0;House Merlyn;Ironborn;;AWOIAF Wiki;;;House Merlyn;Ironborn
Manfryd Mooton;TRUE;0;House Mooton, Blacks, Greens;Rivermen;;AWOIAF Wiki;;;House Mooton, Blacks, Greens;Rivermen
Manfryd Redwyne;TRUE;0;House Redwyne;Reach;;AWOIAF Wiki;;;House Redwyne;Reach
Manfryd Yew;TRUE;0;House Yew;Westermen;;AWOIAF Wiki;;;House Yew;Westermen
Manly Stokeworth;TRUE;0;House Stokeworth, City Watch of King's Landing;Crownlander;;AWOIAF Wiki;;;House Stokeworth, City Watch of King's Landing;Crownlander
Lady Manning;TRUE;0;;;;AWOIAF Wiki;;;;
Mara Manderly;TRUE;0;House Manderly, House Targaryen;Northmen;;AWOIAF Wiki;;;House Manderly, House Targaryen;Northmen
Mara Martell;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Marei;TRUE;0;Chataya's brothel;Crownlander;;AWOIAF Wiki;House Baelish;;Chataya's brothel;Crownlander
Margaery Tyrell;TRUE;0;House Tyrell, House Baratheon;Reach;Andal;AWOIAF Wiki;House Tyrell, House Baratheon, Storm's End;Andal;House Tyrell, House Baratheon;Reach
Margaret Karstark;TRUE;0;House Karstark, House Stark;Northmen;;AWOIAF Wiki;;;House Karstark, House Stark;Northmen
Margate;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Marghaz zo Loraq;TRUE;0;House of Loraq, Great Masters, Brazen Beasts;Ghiscari;;AWOIAF Wiki;;;House of Loraq, Great Masters, Brazen Beasts;Ghiscari
Margot Lannister;TRUE;0;House Lannister, House Peake;Westermen;;AWOIAF Wiki;;;House Lannister, House Peake;Westermen
Mariah Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Marianne Harlton;TRUE;0;;;;AWOIAF Wiki;;;;
Marianne Vance;TRUE;0;House Vance, House Frey;Rivermen;;AWOIAF Wiki;;;House Vance, House Frey;Rivermen
Maric Seaworth;TRUE;0;House Seaworth;;;AWOIAF Wiki;;;House Seaworth;
Marilda of Hull;TRUE;0;House Velaryon;Crownlander;;AWOIAF Wiki;;;House Velaryon;Crownlander
Marillion;TRUE;0;;;;AWOIAF Wiki;;;;
Maris;TRUE;0;;;;AWOIAF Wiki;;;;
Maris the Maid;TRUE;0;;Reach;First Men;AWOIAF Wiki;;;;Reach
Maris Baratheon;TRUE;0;House Baratheon, Faith of the Seven;Stormlander;;AWOIAF Wiki;;;House Baratheon, Faith of the Seven;Stormlander
Black Maris;TRUE;0;;Free Folk;;AWOIAF Wiki;;;;Free Folk
Marissa Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Marita Lugus;TRUE;0;;;;AWOIAF Wiki;;;;
Mariya Darry;TRUE;0;House Darry, House Frey;Rivermen;;AWOIAF Wiki;;;House Darry, House Frey;Rivermen
Mark Mullendore;TRUE;0;House Mullendore;Reach;;AWOIAF Wiki;;;House Mullendore;Reach
Mark Ryswell;TRUE;0;House Ryswell;Northmen;;AWOIAF Wiki;;;House Ryswell;Northmen
Marla Prester;TRUE;0;House Prester, House Lannister;Westermen;;AWOIAF Wiki;;;House Prester, House Lannister;Westermen
Marla Sunderland;TRUE;0;House Sunderland, Silent Sisters;Sistermen;;AWOIAF Wiki;;;House Sunderland, Silent Sisters;Sistermen
Marlon Manderly;TRUE;0;House Manderly;Northmen;;AWOIAF Wiki;;;House Manderly;Northmen
Marna Locke;TRUE;0;House Locke, House Stark;Northmen;;AWOIAF Wiki;;;House Locke, House Stark;Northmen
Maron Botley;TRUE;0;House Botley;Ironborn;;AWOIAF Wiki;;;House Botley;Ironborn
Maron Greyjoy;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Maron Martell;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Maron Volmark;TRUE;0;House Volmark;Ironborn;;AWOIAF Wiki;;;House Volmark;Ironborn
Marq Ambrose;TRUE;0;House Ambrose, Greens, Caltrops;Reach;;AWOIAF Wiki;;;House Ambrose, Greens, Caltrops;Reach
Marq Farman;TRUE;0;House Farman;Westermen;;AWOIAF Wiki;;;House Farman;Westermen
Marq Grafton;TRUE;0;House Grafton;Valemen;;AWOIAF Wiki;;;House Grafton;Valemen
Marq Piper;TRUE;0;House Piper;Rivermen;;AWOIAF Wiki;;;House Piper;Rivermen
Marq Mandrake;TRUE;0;Golden Company;Westerosi;;AWOIAF Wiki;;;Golden Company;Westerosi
Marq Merryweather;TRUE;0;House Merryweather;Reach;;AWOIAF Wiki;;;House Merryweather;Reach
Marq Mudd;TRUE;0;House Mudd;;;AWOIAF Wiki;;;House Mudd;
Marq Rankenfell;TRUE;0;House Rankenfell, Night's Watch;Westerosi;;AWOIAF Wiki;;;House Rankenfell, Night's Watch;Westerosi
Marqelo Tagaros;TRUE;0;;Volantene;Valyrian;AWOIAF Wiki;;;;Volantene
Marra Rogare;TRUE;0;House Rogare;Lyseni;;AWOIAF Wiki;;;House Rogare;Lyseni
Marrigo;TRUE;0;;Ghiscari;;AWOIAF Wiki;;;;Ghiscari
Marro;TRUE;0;Gate;Braavosi;;AWOIAF Wiki;;;Gate;Braavosi
Marselen;TRUE;0;Unsullied, House Targaryen, Mother's Men;Naathi;;AWOIAF Wiki;;;Unsullied, House Targaryen, Mother's Men;Naathi
Marsella Waynwood;TRUE;0;House Waynwood, House Frey;Valemen;;AWOIAF Wiki;;;House Waynwood, House Frey;Valemen
Marston Waters;TRUE;0;Kingsguard, Greens;Crownlander;;AWOIAF Wiki;;;Kingsguard, Greens;Crownlander
Prince of Dorne (father of Maron);TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Princess of Dorne (unnamed);FALSE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Martin;TRUE;0;Citadel, House Harlton;;;AWOIAF Wiki;;;Citadel, House Harlton;
Martyn Cassel;TRUE;0;House Cassel;Northmen;;AWOIAF Wiki;;;House Cassel;Northmen
Martyn Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Martyn Hightower (son of Ormund);TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Martyn Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;House Lannister;Andal;House Lannister;Westermen
Martyn Mullendore;TRUE;0;House Mullendore;Reach;;AWOIAF Wiki;;;House Mullendore;Reach
Martyn Rivers;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Martyn Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Marwyn;TRUE;0;Citadel;Westerosi;;AWOIAF Wiki;;;Citadel;Westerosi
Marwyn Belmore;TRUE;0;House Belmore, House Arryn, House Royce;Valemen;;AWOIAF Wiki;;;House Belmore, House Arryn, House Royce;Valemen
Mary Mertyns;TRUE;0;House Mertyns;Stormlander;;AWOIAF Wiki;;;House Mertyns;Stormlander
Marya Seaworth;TRUE;0;House Seaworth;;;AWOIAF Wiki;;;House Seaworth;
Maryam;TRUE;0;Faith of the Seven, House Targaryen;Westerosi;;AWOIAF Wiki;;;Faith of the Seven, House Targaryen;Westerosi
Masha Heddle;TRUE;0;House Heddle;;;AWOIAF Wiki;;;House Heddle;
Maslyn;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Master of the White Hart;TRUE;0;House Baratheon;;;AWOIAF Wiki;;;House Baratheon;
Matarys Targaryen;TRUE;0;House Targaryen;Crownlander;;AWOIAF Wiki;;;House Targaryen;Crownlander
Mathis;TRUE;0;Citadel;Westerosi;;AWOIAF Wiki;;;Citadel;Westerosi
Mathis Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Mathis Rowan;TRUE;0;House Rowan;Reach;;AWOIAF Wiki;;;House Rowan;Reach
Mathos II Arryn;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Mathos Mallarawan;TRUE;0;Pureborn;Qartheen;;AWOIAF Wiki;;;Pureborn;Qartheen
Matrice;TRUE;0;House Baratheon;;;AWOIAF Wiki;;;House Baratheon;
Matt;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Matteno Orthys;TRUE;0;House Orthys;Lyseni;;AWOIAF Wiki;;;House Orthys;Lyseni
Matthar;TRUE;0;Night's Watch;Westerosi;;AWOIAF Wiki;;;Night's Watch;Westerosi
Matthar (archmaester);TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Mattheus;TRUE;0;Faith of the Seven;Reach;;AWOIAF Wiki;;;Faith of the Seven;Reach
Matthew Mullendore;TRUE;0;House Mullendore;Reach;;AWOIAF Wiki;;;House Mullendore;Reach
Matthos Seaworth;TRUE;0;House Seaworth;;;AWOIAF Wiki;House Seaworth, House Baratheon;Andal;House Seaworth;
Matthos Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Mawney;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Maynard;TRUE;0;;;;AWOIAF Wiki;;;;
Maynard Holt;TRUE;0;House Holt, Night's Watch;;;AWOIAF Wiki;;;House Holt, Night's Watch;
Maynard Plumm;TRUE;0;House Plumm;Westermen;;AWOIAF Wiki;;;House Plumm;Westermen
Mazdhan zo Loraq;TRUE;0;House of Loraq;Ghiscari;;AWOIAF Wiki;;;House of Loraq;Ghiscari
Mazor Alexi;TRUE;0;Kingdom of Sarnor;Sarnori;Tall Men;AWOIAF Wiki;;;Kingdom of Sarnor;Sarnori
Mebble Pinkeye;TRUE;0;;;;AWOIAF Wiki;;;;
Medgar Tully;TRUE;0;House Tully;Rivermen;;AWOIAF Wiki;;;House Tully;Rivermen
Medger Cerwyn;TRUE;0;House Cerwyn;Northmen;;AWOIAF Wiki;;;House Cerwyn;Northmen
Medrick;TRUE;0;Citadel, House Hornwood;;;AWOIAF Wiki;;;Citadel, House Hornwood;
Medrick Manderly;TRUE;0;House Manderly, Blacks;Northmen;;AWOIAF Wiki;;;House Manderly, Blacks;Northmen
Medwick Tyrell;TRUE;0;House Tyrell, Citadel;Reach;;AWOIAF Wiki;;;House Tyrell, Citadel;Reach
Meera Reed;TRUE;0;House Reed;Crannogmen;;AWOIAF Wiki;House Reed, House Stark;Crannogmen;House Reed;Crannogmen
Meg;TRUE;0;;;;AWOIAF Wiki;;;;
Megette;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Megga Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Meha;TRUE;0;;Free Folk;;AWOIAF Wiki;;;;Free Folk
Meizo Mahr;TRUE;0;Saan Family;Free Cities;;AWOIAF Wiki;;;Saan Family;Free Cities
Mela;TRUE;0;House Arryn;Valemen;;AWOIAF Wiki;;;House Arryn;Valemen
Melantha Blackwood;TRUE;0;House Blackwood, House Stark;Rivermen;;AWOIAF Wiki;;;House Blackwood, House Stark;Rivermen
Melaquin;TRUE;0;Citadel, House Targaryen;;;AWOIAF Wiki;;;Citadel, House Targaryen;
Melara Crane;TRUE;0;House Crane, House Florent;;;AWOIAF Wiki;;;House Crane, House Florent;
Melara Hetherspoon;TRUE;0;House Hetherspoon;Westermen;;AWOIAF Wiki;House Hetherspoon;Andal;House Hetherspoon;Westermen
Meldred Merlyn;TRUE;0;House Merlyn;Ironborn;;AWOIAF Wiki;;;House Merlyn;Ironborn
Melesa Crakehall;TRUE;0;House Crakehall, House Frey;Westermen;;AWOIAF Wiki;;;House Crakehall, House Frey;Westermen
Melessa Florent;TRUE;0;House Florent, House Tarly;Reach;;AWOIAF Wiki;House Florent, House Tarly;Andal;House Florent, House Tarly;Reach
Meliana;TRUE;0;;Northmen;;AWOIAF Wiki;;;;Northmen
Melicent;TRUE;0;;;;AWOIAF Wiki;;;;
Melisandre;TRUE;1;Faith of R'hllor;Asshai'i;;AWOIAF Wiki;Faith of R'hllor, House Stark, House Targaryen, House Baratheon;Asshai'i;Faith of R'hllor;Asshai'i
Melissa Blackwood;TRUE;0;House Blackwood;Rivermen;;AWOIAF Wiki;;;House Blackwood;Rivermen
Mellara Rivers;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Mellario;TRUE;0;House Martell;Norvoshi;;AWOIAF Wiki;;;House Martell;Norvoshi
Mellei;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Mellos;TRUE;0;Citadel, House Targaryen;Westerosi;;AWOIAF Wiki;;;Citadel, House Targaryen;Westerosi
Melly;TRUE;0;Brotherhood Without Banners;Rivermen;;AWOIAF Wiki;;;Brotherhood Without Banners;Rivermen
Melony Piper;TRUE;0;House Piper;Rivermen;;AWOIAF Wiki;;;House Piper;Rivermen
Melwyn Sarsfield;TRUE;0;House Sarsfield;Westermen;;AWOIAF Wiki;;;House Sarsfield;Westermen
Melwys Rivers;TRUE;0;House Frey, Citadel, House Rosby;Rivermen;;AWOIAF Wiki;;;House Frey, Citadel, House Rosby;Rivermen
Mengo;TRUE;0;;Dothraki;Dothraki;AWOIAF Wiki;;;;Dothraki
Mengo Quen;TRUE;0;;YiTish;;AWOIAF Wiki;;;;YiTish
Meralyn;TRUE;0;Happy Port;Braavosi;;AWOIAF Wiki;;;Happy Port;Braavosi
Mercena Karstark;TRUE;0;;;;AWOIAF Wiki;;;;
Meredyth Crane;TRUE;0;House Crane;Reach;;AWOIAF Wiki;;;House Crane;Reach
Meredyth Darklyn;TRUE;0;House Darklyn, Blacks;Crownlander;;AWOIAF Wiki;;;House Darklyn, Blacks;Crownlander
Meria Martell;TRUE;0;;;;AWOIAF Wiki;;;;
Merianne Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;House Frey;Andal;House Frey;Rivermen
Meribald;TRUE;0;Faith of the Seven;Rivermen;;AWOIAF Wiki;;;Faith of the Seven;Rivermen
Merion;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Meris;TRUE;0;Windblown;Westerosi;;AWOIAF Wiki;;;Windblown;Westerosi
Merle I Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Merling Queen;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Merlon Crakehall;TRUE;0;House Crakehall;Westermen;;AWOIAF Wiki;;;House Crakehall;Westermen
Mern II Gardener;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Mern III Gardener;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Mern VI Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Mern IX Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Mero;TRUE;0;Second Sons;Braavosi;;AWOIAF Wiki;Second Sons;;Second Sons;Braavosi
Merrel;TRUE;0;House Baratheon, Queen's Men;Westerosi;;AWOIAF Wiki;;;House Baratheon, Queen's Men;Westerosi
Merrell the Bold;TRUE;0;Blacks;Westerosi;;AWOIAF Wiki;;;Blacks;Westerosi
Merrell Bullock;TRUE;0;House Bullock, House Targaryen;Crownlander;;AWOIAF Wiki;;;House Bullock, House Targaryen;Crownlander
Merrell Florent;TRUE;0;House Florent;Reach;;AWOIAF Wiki;;;House Florent;Reach
Merrett Frey;TRUE;1;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Merriman;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Merriman's widow;FALSE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Merrit;TRUE;0;Brotherhood Without Banners;;;AWOIAF Wiki;;;Brotherhood Without Banners;
Lady Merryweather;TRUE;0;House Merryweather, Blacks;Reach;;AWOIAF Wiki;;;House Merryweather, Blacks;Reach
Lord Merryweather;TRUE;0;House Merryweather, Blacks;Reach;;AWOIAF Wiki;;;House Merryweather, Blacks;Reach
Mervyn Flowers;TRUE;0;House Peake, Kingsguard;Reach;;AWOIAF Wiki;;;House Peake, Kingsguard;Reach
Meryn Trant;TRUE;0;House Trant, Kingsguard;Stormlander;;AWOIAF Wiki;House Trant, Kingsguard, House Baratheon, House Lannister, House Lannister;Andal;House Trant, Kingsguard;Stormlander
Meryn III Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Meryn Peake;TRUE;0;House Peake;Reach;;AWOIAF Wiki;;;House Peake;Reach
Methyso;TRUE;0;;Volantene;;AWOIAF Wiki;;;;Volantene
Mezzara Merreq;TRUE;0;House of Merreq;Ghiscari;;AWOIAF Wiki;;;House of Merreq;Ghiscari
Michael Mertyns;TRUE;0;House Mertyns, Kingsguard;Stormlander;;AWOIAF Wiki;;;House Mertyns, Kingsguard;Stormlander
Michael Miller;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Michael Crowell;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Michael Manwoody;TRUE;0;House Manwoody, House Martell, House Targaryen;Dornish;;AWOIAF Wiki;;;House Manwoody, House Martell, House Targaryen;Dornish
Mikael;TRUE;0;;;;AWOIAF Wiki;;;;
Mikken;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Miklaz;TRUE;0;;Ghiscari;;AWOIAF Wiki;;;;Ghiscari
Miller's sons;FALSE;0;;;;AWOIAF Wiki;;;;
Miller's wife;FALSE;0;House Bolton;Northmen;;AWOIAF Wiki;;;House Bolton;Northmen
Miller's wife from Acorn Water;FALSE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Mina Tyrell;TRUE;0;House Tyrell, House Redwyne;Reach;;AWOIAF Wiki;;;House Tyrell, House Redwyne;Reach
Minisa Whent;TRUE;0;House Whent, House Tully;Rivermen;;AWOIAF Wiki;;;House Whent, House Tully;Rivermen
Mirri Maz Duur;TRUE;0;;Lhazarene;;AWOIAF Wiki;;Lhazarene;;Lhazarene
Missandei;TRUE;0;House Targaryen;Naathi;;AWOIAF Wiki;Good Masters, House Targaryen;Naathi;House Targaryen;Naathi
Moelle;TRUE;0;Faith of the Seven, Most Devout;;;AWOIAF Wiki;;;Faith of the Seven, Most Devout;
Mohor;TRUE;0;House Bracken;;;AWOIAF Wiki;;;House Bracken;
Mollander;TRUE;0;Citadel;Reach;;AWOIAF Wiki;;;Citadel;Reach
Mollono Yos Dob;TRUE;0;House Targaryen, Stalwart Shields;;;AWOIAF Wiki;;;House Targaryen, Stalwart Shields;
Mollos;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Monford Velaryon;TRUE;0;House Velaryon;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon;Crownlander
Monfryd I Durrandon;TRUE;0;;;;AWOIAF Wiki;;;;
Monfryd V Durrandon;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Monster;TRUE;0;;Free Folk;;AWOIAF Wiki;;;;Free Folk
Monterys Velaryon;TRUE;0;House Velaryon;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon;Crownlander
Moon;TRUE;0;;;;AWOIAF Wiki;;;;
Moon Boy;TRUE;0;House Baratheon, Varys;;;AWOIAF Wiki;;;House Baratheon, Varys;
Moonshadow;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Moqorro;TRUE;0;Faith of R'hllor;;;AWOIAF Wiki;;;Faith of R'hllor;
Mord;TRUE;0;House Arryn;Valemen;;AWOIAF Wiki;House Arryn;;House Arryn;Valemen
Mordane;TRUE;0;Faith of the Seven, House Stark;;;AWOIAF Wiki;Faith of the Seven, House Stark;Andal;Faith of the Seven, House Stark;
Morden II Durrandon;TRUE;0;;;;AWOIAF Wiki;;;;
Moredo Prestayn;TRUE;0;House Prestayn;Braavosi;;AWOIAF Wiki;;;House Prestayn;Braavosi
Moredo Rogare;TRUE;0;House Rogare;Lyseni;;AWOIAF Wiki;;;House Rogare;Lyseni
Moreo Dagareon;TRUE;0;;Lyseni;;AWOIAF Wiki;;;;Lyseni
Moreo Tumitis;TRUE;0;;Tyroshi;;AWOIAF Wiki;;;;Tyroshi
Morgan;TRUE;0;House Baratheon, Queen's Men;;;AWOIAF Wiki;;;House Baratheon, Queen's Men;
Morgan Dunstable;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Morgan Hightower;TRUE;0;House Hightower, Faith of the Seven, Warrior's Sons;Reach;;AWOIAF Wiki;;;House Hightower, Faith of the Seven, Warrior's Sons;Reach
Morgan Liddle;TRUE;0;House Liddle;Mountain Clans;;AWOIAF Wiki;;;House Liddle;Mountain Clans
Morgan Martell;TRUE;0;House Martell;Andal;Andal;AWOIAF Wiki;;;House Martell;Andal
Morgan Wylde;TRUE;0;House Wylde;Stormlander;;AWOIAF Wiki;;;House Wylde;Stormlander
Morgarth;TRUE;0;House Baelish;Westerosi;;AWOIAF Wiki;;;House Baelish;Westerosi
Morghaz zo Zherzyn;TRUE;0;House of Zherzyn, Wise Masters;Ghiscari;;AWOIAF Wiki;;;House of Zherzyn, Wise Masters;Ghiscari
Morgil Hastwyck;TRUE;0;House Hastwyck;Reach;;AWOIAF Wiki;;;House Hastwyck;Reach
Morgo;TRUE;0;House of Qaggaz;;;AWOIAF Wiki;;;House of Qaggaz;
Morgon Banefort;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Moriah Qorgyle;TRUE;0;House Qorgyle;Dornish;;AWOIAF Wiki;;;House Qorgyle;Dornish
Moribald Chester;TRUE;0;House Chester;Reach;;AWOIAF Wiki;;;House Chester;Reach
Morion Martell;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Lady Mormont (wife of Alaric Stark);TRUE;0;House Mormont, House Stark;Northmen;;AWOIAF Wiki;;;House Mormont, House Stark;Northmen
Morna White Mask;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Moor;TRUE;0;;;;AWOIAF Wiki;;;;
Moro;TRUE;0;;Dothraki;Dothraki;AWOIAF Wiki;;;;Dothraki
Moro (Century of Blood);TRUE;0;;Dothraki;Dothraki;AWOIAF Wiki;;;;Dothraki
Morosh the Myrman;TRUE;0;House Baratheon;Myrish;;AWOIAF Wiki;;;House Baratheon;Myrish
Morra;TRUE;0;House Martell;;;AWOIAF Wiki;;;House Martell;
Morrec;TRUE;0;House Lannister;;;AWOIAF Wiki;;;House Lannister;
Morros Slynt;TRUE;0;House Slynt;Crownlander;;AWOIAF Wiki;;;House Slynt;Crownlander
Mors Manwoody;TRUE;0;House Manwoody;Dornish;;AWOIAF Wiki;;;House Manwoody;Dornish
Mors Martell;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Mors II Martell;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Mors Martell (brother of Doran);TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Mors Umber;TRUE;0;House Umber;Northmen;;AWOIAF Wiki;;;House Umber;Northmen
Mors Westford;TRUE;0;House Westford, Night's Watch;Westermen;;AWOIAF Wiki;;;House Westford, Night's Watch;Westermen
Mortimer Boggs;TRUE;0;House Boggs;Crownlander;;AWOIAF Wiki;;;House Boggs;Crownlander
Morton Caron;TRUE;0;House Caron;Marcher;;AWOIAF Wiki;;;House Caron;Marcher
Morton Waynwood;TRUE;0;House Waynwood;Valemen;;AWOIAF Wiki;;;House Waynwood;Valemen
Morya Frey;TRUE;0;House Frey, House Brax;Rivermen;;AWOIAF Wiki;;;House Frey, House Brax;Rivermen
Moryn Tyrell;TRUE;0;House Tyrell, City Watch of Oldtown;Reach;;AWOIAF Wiki;;;House Tyrell, City Watch of Oldtown;Reach
Moslander of Yore;TRUE;0;Blacks;;;AWOIAF Wiki;;;Blacks;
